params	mean_test_AUC	std_test_AUC	mean_test_Accuracy	std_test_Accuracy	rank_test_AUC
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.7856752587941865	0.022160957612738938	0.9467978231884409	0.0011000516790483545	363
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.7926541590612148	0.024435470938719624	0.9465970199755894	0.0009861384793202297	344
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.791931144551737	0.02512682653531817	0.946798024595876	0.0012615510298254274	348
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.7939302854088451	0.019993652129149154	0.9469988278087274	0.0011598325512836621	337
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.7893426279803755	0.01751091457115404	0.9486046492892332	0.001607840411536895	355
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.7969351972896336	0.017614091918010524	0.9484038460763816	0.0015055565612645894	320
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.795734846187817	0.01851612222013358	0.9490062557149359	0.0013305869975644433	333
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.7978400048768444	0.019951901683698658	0.9488054525020846	0.00142004174317643	318
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.7837824293182181	0.026382255737220466	0.947802040660133	0.0017839699694985939	365
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.7894691925719791	0.020961392071434482	0.9484040474838169	0.00135743480389183	353
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.7960906076596437	0.02038572738357718	0.9480026424655493	0.0009708038944209204	327
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.7991824131623042	0.020844609887124523	0.948404248891252	0.001349432731446619	300
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.7913883514493554	0.013505036545942276	0.9478016378452627	2.094637325629201e-05	350
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.7982537170561848	0.01970864723319536	0.948002441058114	0.0007488255308050163	313
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.7996648638349411	0.020077402626705897	0.9484040474838169	0.0004793245613975302	296
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.7988853521034741	0.019930138544992815	0.9486048506966684	0.0007403521989182377	302
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.7984180399231496	0.023234798375410735	0.9492070589277875	0.00048384211731228213	307
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8063610652679332	0.020319859804232426	0.9494078621406388	0.0007957369445189814	250
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8054006503097074	0.02156016383670417	0.9494076607332035	0.000808483262799461	262
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8070058497985683	0.021186580074798525	0.9494076607332035	0.000808483262799461	242
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.798383224019698	0.021766592947266163	0.9500100703717578	0.0007489114417756415	309
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.807356804453164	0.020014089502932406	0.9502108735846091	0.00048399233391007443	228
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8098600638154047	0.02056609189736813	0.9500100703717578	0.0003970504309379234	194
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.811457544094232	0.02043112208698899	0.9500100703717578	0.0003970504309379234	173
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.798383224019698	0.021766592947266163	0.9500100703717578	0.0007489114417756415	309
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.807356804453164	0.020014089502932406	0.9502108735846091	0.00048399233391007443	228
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8098600638154047	0.02056609189736813	0.9500100703717578	0.0003970504309379234	194
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.811457544094232	0.02043112208698899	0.9500100703717578	0.0003970504309379234	173
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8037764004195435	0.024117004864781338	0.9498094685663416	0.0006188822812693083	273
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8066606020178309	0.021479924605294628	0.9502108735846091	0.00048399233391007443	246
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8089681219579237	0.019805268142291877	0.9502108735846091	0.00048399233391007443	212
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8094515781607946	0.019541107834861342	0.9502108735846091	0.00048399233391007443	205
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.8072311066586921	0.02216854625376822	0.9502108735846091	0.00048399233391007443	235
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8119680878327697	0.017400128994692225	0.9502108735846091	0.00048399233391007443	153
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8142752882994598	0.017421239341771838	0.9502108735846091	0.00048399233391007443	123
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8155565854963358	0.0189915569477948	0.9502108735846091	0.00048399233391007443	94
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.8072311066586921	0.02216854625376822	0.9502108735846091	0.00048399233391007443	235
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8119680878327697	0.017400128994692225	0.9502108735846091	0.00048399233391007443	153
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8142752882994598	0.017421239341771838	0.9502108735846091	0.00048399233391007443	123
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8155565854963358	0.0189915569477948	0.9502108735846091	0.00048399233391007443	94
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8072311066586921	0.02216854625376822	0.9502108735846091	0.00048399233391007443	235
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8119680878327697	0.017400128994692225	0.9502108735846091	0.00048399233391007443	153
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8142752882994598	0.017421239341771838	0.9502108735846091	0.00048399233391007443	123
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8155565854963358	0.0189915569477948	0.9502108735846091	0.00048399233391007443	94
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.7981706071347814	0.023020660161075908	0.9482034456784006	0.001351020237549046	315
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8060300602967322	0.018905805164413054	0.9490062557149359	0.0003969692008577533	255
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8118418393430584	0.019223275320931724	0.9484038460763818	0.0005006036801647185	162
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.810373837005417	0.020398279874207233	0.9486046492892332	0.0004072284021090094	187
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.8088513770274112	0.0233764124914097	0.9482030428635303	0.0008111402838204042	215
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8117244420708201	0.02267705978321032	0.9486046492892332	0.0007543568614380969	164
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8115233727461394	0.02257856363180372	0.9486046492892332	0.0007543568614380969	172
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8109757951513942	0.022337298105624914	0.9490062557149361	0.0007488683791856365	185
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8068554387863764	0.021160601092758427	0.9496084639460551	0.0004071089494500481	244
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8110372801131588	0.02185746003433962	0.9498092671589065	0.0006353148451467538	184
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8137754820929736	0.020428555196098964	0.9498092671589065	0.0006353148451467538	131
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8152341029747703	0.020759018037569032	0.9498092671589065	0.0006353148451467538	106
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.8138737284564466	0.025276939503887964	0.9488054525020845	0.0006353277427482903	130
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8108447165628052	0.02415178086749516	0.9490062557149359	0.0003969692008577533	186
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8137105847069467	0.021935489902125814	0.9492070589277872	0.0007983248069549832	132
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8125770884263834	0.021672600895616557	0.9488054525020846	0.0006353277427482903	143
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.8072396748059638	0.018258805845005638	0.9490062557149359	0.0007488683791856365	234
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8120615967683434	0.020227170819467597	0.9494076607332037	0.0005004257020901137	151
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8128076554611476	0.01990208605042466	0.949608463946055	0.0004071089494500481	142
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8122364833978848	0.020532944643585432	0.9494076607332035	0.000808483262799461	149
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8070327159080032	0.02246058442166091	0.9500100703717578	0.0003970504309379234	241
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8088767690577707	0.02274251416273465	0.9500100703717578	0.0003970504309379234	214
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8117728948686931	0.022564717106421966	0.9500100703717578	0.0003970504309379234	163
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8128198064762071	0.02198976920221145	0.9500100703717578	0.0003970504309379234	141
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.8133464826192481	0.019987433507196124	0.950010271779193	0.0007349678814122342	133
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8171808464122504	0.019629304229378322	0.9502108735846091	0.00048399233391007443	74
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8154280121223116	0.020820951435219295	0.9502108735846091	0.00048399233391007443	103
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8155817513621244	0.02113854327116506	0.9500100703717578	0.0003970504309379234	92
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.8133464826192481	0.019987433507196124	0.950010271779193	0.0007349678814122342	133
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8171808464122504	0.019629304229378322	0.9502108735846091	0.00048399233391007443	74
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8154280121223116	0.020820951435219295	0.9502108735846091	0.00048399233391007443	103
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8155817513621244	0.02113854327116506	0.9500100703717578	0.0003970504309379234	92
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8146246432634326	0.020772877298503828	0.9502108735846091	0.00048399233391007443	119
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.816884363066305	0.0197737306340224	0.9502108735846091	0.00048399233391007443	76
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8173112952573464	0.0195015338325959	0.9502108735846091	0.00048399233391007443	73
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8173936212569911	0.01988395496254472	0.9502108735846091	0.00048399233391007443	71
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.8208993408651359	0.021587155739208545	0.9502108735846091	0.00048399233391007443	40
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8189550184455797	0.02317481451562674	0.9502108735846091	0.00048399233391007443	58
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8192975141625084	0.024409811678566488	0.9502108735846091	0.00048399233391007443	53
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8194268145070994	0.02421260044115027	0.9502108735846091	0.00048399233391007443	50
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.8208993408651359	0.021587155739208545	0.9502108735846091	0.00048399233391007443	40
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8189550184455797	0.02317481451562674	0.9502108735846091	0.00048399233391007443	58
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8192975141625084	0.024409811678566488	0.9502108735846091	0.00048399233391007443	53
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8194268145070994	0.02421260044115027	0.9502108735846091	0.00048399233391007443	50
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8208993408651359	0.021587155739208545	0.9502108735846091	0.00048399233391007443	40
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8189550184455797	0.02317481451562674	0.9502108735846091	0.00048399233391007443	58
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8192975141625084	0.024409811678566488	0.9502108735846091	0.00048399233391007443	53
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 10, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8194268145070994	0.02421260044115027	0.9502108735846091	0.00048399233391007443	50
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.7511740122237303	0.025720440832975863	0.9419793517097478	0.002240287629945401	382
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.7786826588497435	0.020119283252667354	0.9433845713848372	0.0016409995568083856	375
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.7803469283420519	0.023997145038086115	0.943183969579421	0.002070802354903076	370
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.7821227539190506	0.020353806014078185	0.9433847727922725	0.002428285395006525	369
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.7859348979541719	0.020961313430221683	0.9465970199755895	0.0011728974393827	361
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.7925941230744403	0.02219656803398303	0.9469986264012922	0.0013305388889806177	346
